baseline_similarity,mean_shift_similarity,regression_similarity,Sentence1,Sentence2
0.9410484384029988,0.9570578140021282,0.9589655280889156,The hairstylist expertly styled the hair.,The hair was expertly styled by the hairstylist.
0.9211515001997205,0.9353043032944974,0.9338897710740326,The client implemented changes.,Changes were implemented by the client.
0.9225918151364003,0.9316656974450699,0.935260282903314,The producer mixed the tracks.,The tracks were mixed by the producer.
0.851865713473213,0.9023989345655068,0.9183793594973407,The professor lectured the class.,The class was lectured to by the professor.
0.9452989867102903,0.9367611755193966,0.9463506283240574,The company achieved record-breaking sales.,Record-breaking sales were achieved by the company.
0.9692752749671302,0.9765862478907125,0.9765821300148236,The paramedic skillfully treated the injuries.,The injuries were skillfully treated by the paramedic.
0.9573784379139826,0.9628772304290542,0.958828676598217,The tailor flawlessly altered the garment.,The garment was flawlessly altered by the tailor.
0.7733684764073314,0.8095962936028052,0.8457362953228009,The shrimp swam quickly.,Quick swimming was performed by the shrimp.
0.9402977185132388,0.9584447071722,0.965395214819113,The baker prepared a delicious cake.,A delicious cake was prepared by the baker.
0.8975959579283117,0.9207947153264857,0.9316055568986452,The gardener planted flowers.,Flowers were planted by the gardener.
0.9287321098340261,0.9538387568733822,0.9563607250992231,The judge delivered the verdict.,The verdict was delivered by the judge.
0.9526758426142862,0.964392523201581,0.964527084166301,The investor obtained a substantial return.,A substantial return was obtained by the investor.
0.898626505814848,0.9031913454943787,0.9170841363656627,The athlete won the competition.,The competition was won by the athlete.
0.8522372676215575,0.8951546221091526,0.9055120421171221,The driver drove the car.,The car was driven by the driver.
0.9477174622628677,0.9541176738961793,0.9564986880496817,The stadium hosted a record-breaking attendance.,A record-breaking attendance was hosted by the stadium.
0.9444665421697693,0.9527100980980052,0.9607174586324339,The company successfully launched the campaign.,The campaign was successfully launched by the company.
0.908084407001869,0.9294656734365451,0.9407777241556265,The actor delivered a powerful performance.,A powerful performance was delivered by the actor.
0.965570979728106,0.961057475899418,0.9618913235016527,The organizers planned a follow-up event.,A follow-up event was planned by the organizers.
0.91492296733551,0.9300577243387069,0.9301709180353598,The teacher graded the exams fairly.,The exams were graded fairly by the teacher.
0.8667739148117739,0.8860999046288814,0.9038926097388634,The nurse compassionately provided care.,Compassionate care was provided by the nurse.
0.896029006517996,0.9218454662689257,0.9309185653056162,The nurse cared for the patients.,The patients were cared for by the nurse.
0.9015917572454968,0.9276701649872179,0.9339005807456195,The lawyer presented a compelling argument.,A compelling argument was presented by the lawyer.
0.9416200365312274,0.956154808504732,0.959469434656648,The jury reached a verdict.,A verdict was reached by the jury.
0.8408745264786606,0.8851459291936138,0.8944201822152,The mouse ate the cheese.,The cheese was eaten by the mouse.
0.9153278686221652,0.9105547119363744,0.912199679252546,The magazine featured the model.,The model was featured by the magazine.
0.8995004529270259,0.9129744322822825,0.92116012992586,The fire warmed the room.,The room was warmed by the fire.
0.8428382186216199,0.8890942149449964,0.9011641932322332,The musician played the music.,The music was played by the musician.
0.9410942172028192,0.9398972612727909,0.944018094338559,The speakers delivered informative presentations.,Informative presentations were delivered by the speakers.
0.9154954728659299,0.9344677576162441,0.942321752462096,The student understood the lesson.,The lesson was understood by the student.
0.8511311876661725,0.8721737929655349,0.8980458239201322,The dolphin leaped from the water.,The water was leaped from by the dolphin.
0.9047330114394783,0.8576560426383284,0.8733685664298372,The participants benefited from the networking.,Networking benefited the participants.
0.9009053727951315,0.9291321088769258,0.9332105529802911,The rescuer saved the victim.,The victim was saved by the rescuer.
0.9261043270837759,0.9415128656698557,0.9435270007169284,The marketer strategically planned the campaign.,The campaign was strategically planned by the marketer.
0.9408294406856843,0.9320746285616522,0.9372247001331071,The customer received personalized attention.,Personalized attention was received by the customer.
0.9221465436948973,0.9283653617565449,0.9427922226006518,The volunteers contributed greatly to the event's success.,The event's success was greatly contributed to by the volunteers.
0.9529673863520899,0.9609259713656495,0.9683428016162249,The illustrator vividly depicted the scenes.,The scenes were vividly depicted by the illustrator.
0.6593227639028733,0.7015871251614392,0.750407158358741,The bird flew away.,Flight was taken by the bird.
0.9489543047883029,0.9567089222294833,0.9649698280293864,The organizers thanked the volunteers.,The volunteers were thanked by the organizers.
0.9263462800852482,0.9507608516010112,0.9494608624095513,The jury deliberated the verdict.,The verdict was deliberated by the jury.
0.8861266244316611,0.9030459334142797,0.9011416888656232,The entrepreneur started a business.,A business was started by the entrepreneur.
0.9095938095543294,0.9337795082070649,0.9435304531857176,The carpenter skillfully built the cabinet.,The cabinet was skillfully built by the carpenter.
0.9577005263643943,0.9675757394172906,0.9579548123285511,The sculptor painstakingly chiseled the marble.,The marble was painstakingly chiseled by the sculptor.
0.9218571291469425,0.9364238893662735,0.9278382831812029,The publisher released the book.,The book was released by the publisher.
0.7912071656359819,0.8414221112193433,0.8577200173754127,The historian studied the documents.,The documents were studied by the historian.
0.943498678471967,0.9545677104143782,0.9563678166647402,The attendees expressed positive feedback.,Positive feedback was expressed by the attendees.
0.8939269310412663,0.9049601816873603,0.9149434106726927,The hippopotamus wallowed in the mud.,The mud was wallowed in by the hippopotamus.
0.9408069512149093,0.961633891641249,0.9588064981436282,The plumber expertly fixed the leak.,The leak was expertly fixed by the plumber.
0.9095521110279856,0.9351050679830855,0.9456629373930727,The scientist conducted extensive research.,Extensive research was conducted by the scientist.
0.9547595039553738,0.9624298378032393,0.9596638464262549,The customer enjoyed the delicious food.,The delicious food was enjoyed by the customer.
0.8688905508609772,0.8928794834420426,0.9099565091972014,The walrus rested on the ice floe.,The ice floe was rested on by the walrus.
0.8548033726155893,0.8954172909804218,0.9103985967609795,The passenger boarded the train.,The train was boarded by the passenger.
0.917522479603061,0.9392759033954508,0.948623264695746,The reindeer pulled the sleigh.,The sleigh was pulled by the reindeer.
0.9577204474163119,0.965341827585783,0.9631900676417814,The rescuer saved the stranded hiker.,The stranded hiker was saved by the rescuer.
0.9107794140744048,0.9277743754633538,0.9309851890066247,The participants shared their experiences.,Their experiences were shared by the participants.
0.9157480501355599,0.9422461474223781,0.9510205845607834,The investor made a sound investment decision.,A sound investment decision was made by the investor.
0.9201663054320786,0.9401852522198471,0.9469772437355748,The entrepreneur identified a niche market.,A niche market was identified by the entrepreneur.
0.9467643580074142,0.9523412186437045,0.9560134286002376,The critic favorably reviewed the novel.,The novel was favorably reviewed by the critic.
0.9331053921722973,0.9446679356475478,0.9548516682031722,The farmer harvested a bountiful crop.,A bountiful crop was harvested by the farmer.
0.8253027569181619,0.8786437311638585,0.897473668958625,The chef prepared the food.,The food was prepared by the chef.
0.8808580191564247,0.9207419194574413,0.9322036906744589,The printer printed the pages.,The pages were printed by the printer.
0.9409501655224639,0.9555223059529608,0.9559902625916573,The organizers planned the next meeting.,The next meeting was planned by the organizers.
0.9000164490775986,0.9263877098181625,0.9386603388050917,The farmer plowed the field.,The field was plowed by the farmer.
0.9263965638579563,0.9523173761360013,0.9523945282949065,The potter expertly shaped the clay.,The clay was expertly shaped by the potter.
0.8974731814183408,0.9102604656417821,0.9230101583929224,The musician composed a symphony.,A symphony was composed by the musician.
0.9311066753915331,0.9495165245067401,0.9517269021890113,The teacher fairly graded the assignments.,The assignments were fairly graded by the teacher.
0.8473618240073075,0.8922101150013382,0.9037527645431113,The musician played the piano.,The piano was played by the musician.
0.8414471079495263,0.8570914782430407,0.8761835040408013,The seagull flew above the ocean.,The ocean was flown over by the seagull.
0.9519786647141248,0.9687703580377072,0.971336767272648,The volunteers cleaned up the venue thoroughly.,The venue was thoroughly cleaned up by the volunteers.
0.9225784555532003,0.9427957893264088,0.9490060394744311,The salesperson built rapport with the client.,Rapport with the client was built by the salesperson.
0.934520142899859,0.9419016249449922,0.9502634028192364,The designer created a fashion collection.,A fashion collection was created by the designer.
0.9432648150307892,0.9566074724873284,0.9670849759367948,The volunteers thoroughly cleaned the conference venue.,The conference venue was thoroughly cleaned by the volunteers.
0.8836997543994183,0.9196307520706271,0.9325802337024106,The secretary typed the letter.,The letter was typed by the secretary.
0.8781743510569098,0.9122816394809956,0.9207288807140299,The team strategically planned their approach.,Their approach was strategically planned by the team.
0.9440605518974454,0.9629673157778891,0.961859625384375,The speakers delivered compelling presentations.,Compelling presentations were delivered by the speakers.
0.9472507377748339,0.9592244434607318,0.9629933119391554,The director skillfully edited the film.,The film was skillfully edited by the director.
0.944599158791845,0.9643788482612903,0.9649366866408036,The consultant provided insightful recommendations.,Insightful recommendations were provided by the consultant.
0.9017938543339921,0.9238368877151125,0.9334286700595633,The architect drafted blueprints.,Blueprints were drafted by the architect.
0.9531262672263353,0.956727575463922,0.9575238502597256,The announcer clearly described the exciting play.,The exciting play was clearly described by the announcer.
0.8928539561389062,0.91968369282605,0.9401533895119968,The attendees provided feedback.,Feedback was provided by the attendees.
0.9490846289845507,0.9643619784304471,0.9601856748369226,The panelists thoughtfully answered the questions.,The questions were thoughtfully answered by the panelists.
0.9609973503622042,0.9682439708631604,0.9680438743437273,The client readily approved the final design.,The final design was readily approved by the client.
0.9386529233312688,0.9512961486487357,0.9554112829410126,The volunteers enthusiastically assisted the participants.,The participants were enthusiastically assisted by the volunteers.
0.8543535299274858,0.886159251706202,0.8994035005677757,The artist sculpted a statue.,A statue was sculpted by the artist.
0.8749801598065796,0.9022930298677723,0.9175919841780055,The architect drew blueprints.,Blueprints were drawn by the architect.
0.8627925199308275,0.8974730633618055,0.9070823083095584,The director filmed the movie.,The movie was filmed by the director.
0.9224228533117917,0.935174937819355,0.9407080939365016,The customer expressed complete satisfaction.,Complete satisfaction was expressed by the customer.
0.9552714564903221,0.9595137177144482,0.9653013889012005,The participants learned valuable skills.,Valuable skills were learned by the participants.
0.8371547780977989,0.8794032926197028,0.9031944656256818,The reader read the book.,The book was read by the reader.
0.9620038528348924,0.9700611211974459,0.9687386833738996,The electrician promptly fixed the electrical fault.,The electrical fault was promptly fixed by the electrician.
0.8904882119334196,0.9105818097777261,0.9241492359277252,The teacher assigned reading.,Reading was assigned by the teacher.
0.9376022208037453,0.9552773458716064,0.9623466642186316,The investor evaluated the opportunity carefully.,The opportunity was carefully evaluated by the investor.
0.876946818998438,0.9113163224292489,0.9296984662007313,The doctor performed surgery.,Surgery was performed by the doctor.
0.8762225834405006,0.895689847387205,0.8952986878871394,The scientist published the findings.,The findings were published by the scientist.
0.9371981585511442,0.9582273181282153,0.9599162401400662,The engineer constructed a sturdy bridge.,A sturdy bridge was constructed by the engineer.
0.9439780443314412,0.9528915053066817,0.958850979426038,The firefighter bravely rescued the victims.,The victims were bravely rescued by the firefighter.
0.840312154485744,0.8595116404391387,0.8912297117175356,The customer purchased a bestseller.,A bestseller was purchased by the customer.
0.9001263412709608,0.9275285618363229,0.9332297710273597,The typesetter meticulously set the type.,The type was meticulously set by the typesetter.
0.9263214934803063,0.9349240062246925,0.9424341120492435,The aesthetician thoroughly cleansed the skin.,The skin was thoroughly cleansed by the aesthetician.
0.9478219488743669,0.9547422603695225,0.9562631694748965,The manager effectively managed the team.,The team was effectively managed by the manager.
0.9529617460174105,0.9589796259566641,0.9573219885517412,The plumber effectively repaired the plumbing.,The plumbing was effectively repaired by the plumber.
0.916420475289531,0.9432411193978011,0.9574726869190734,The jury considered the evidence.,The evidence was considered by the jury.
0.889436042525921,0.9012643063444737,0.9206352368879139,The employee demonstrated exceptional skills.,Exceptional skills were demonstrated by the employee.
0.8793471712440255,0.9148311140613098,0.9237604202460962,The organizers reviewed the feedback.,The feedback was reviewed by the organizers.
0.8987578427664135,0.9178442088776428,0.9242018094470641,The shark attacked the seal.,The seal was attacked by the shark.
0.8268448546201335,0.8300810104663514,0.8529228502786418,The ice melted rapidly.,Rapid melting occurred in the ice.
0.8214369845238628,0.8615576434086577,0.8703347677097175,The painter painted the house.,The house was painted by the painter.
0.8775136302551487,0.8925635424870924,0.9078846574132654,The dog bit the postman.,The postman was bitten by the dog.
0.857666350325089,0.8394833310948038,0.8529431999602692,The sun set in the west.,The west received the setting sun.
0.8537350211195769,0.8773891651037768,0.8912758783166432,The owl perched on the branch.,The branch was perched on by the owl.
0.8739448446685949,0.9002085985756834,0.9168082212339563,The gardener planted the trees.,The trees were planted by the gardener.
0.9233043686859881,0.9199902343997706,0.9236881798381251,The employee demonstrated strong work ethic.,Strong work ethic was demonstrated by the employee.
0.8008532315958545,0.8285713600249248,0.8315821503980146,The swimmer swam the lap.,The lap was swum by the swimmer.
0.9538379904116253,0.9625127009776494,0.9630378568432627,The plumber quickly resolved the plumbing issue.,The plumbing issue was quickly resolved by the plumber.
0.9519510536384636,0.9633085017795647,0.9673155029820575,The coach strategically developed a winning game plan.,A winning game plan was strategically developed by the coach.
0.9384783868490629,0.9504659503250213,0.9636234553954306,The player skillfully executed the play.,The play was skillfully executed by the player.
0.906188068556274,0.9283260228611456,0.9454706790584149,The plumber fixed the plumbing.,The plumbing was fixed by the plumber.
0.9557584215170039,0.9661527313366975,0.9688000974161902,The moderator skillfully guided the discussion.,The discussion was skillfully guided by the moderator.
0.916386123499407,0.9450168011094997,0.9497287052673873,The electrician repaired the faulty wiring.,The faulty wiring was repaired by the electrician.
0.9306985374968828,0.9402466355170297,0.9515432828670638,The attendees appreciated the hospitality.,The hospitality was appreciated by the attendees.
0.8593995881331356,0.9074168445252706,0.9098825937674034,The editor published the article.,The article was published by the editor.
0.8963902317421457,0.9242214061116832,0.9207173340514289,The salesperson closed a significant deal.,A significant deal was closed by the salesperson.
0.9028154113023327,0.9312488673403474,0.9360473335827147,The researcher conducted an experiment.,An experiment was conducted by the researcher.
0.9692013034706062,0.9665265494309936,0.9722828821460101,The participants gained new knowledge and skills.,New knowledge and skills were gained by the participants.
0.8519020698867986,0.8855827767857566,0.9071407301251141,The doctor examined the patient thoroughly.,A thorough examination was given to the patient by the doctor.
0.9092167019317899,0.9379940231473989,0.9472795026699211,The nurse provided excellent care.,Excellent care was provided by the nurse.
0.8305828883799811,0.8508019623136358,0.8790409047229348,The employee exceeded expectations.,Expectations were exceeded by the employee.
0.8051536580869504,0.8392951213933085,0.8686426645195188,The clam opened its shell.,The shell was opened by the clam.
0.9215429812310192,0.9304080339178291,0.9369863584033215,The witness truthfully provided testimony.,Truthful testimony was provided by the witness.
0.9412738399285395,0.9592195913262858,0.961904296027182,The baker expertly decorated the cake.,The cake was expertly decorated by the baker.
0.941251804005334,0.961148714852282,0.9645488117003586,The scientist thoroughly analyzed the results.,The results were thoroughly analyzed by the scientist.
0.942462162693827,0.9537991551483895,0.9614577074397525,The organizers successfully managed the event.,The event was successfully managed by the organizers.
0.9460715085532304,0.9577673344278086,0.9634822826650541,The volunteers diligently cleaned up the venue.,The venue was diligently cleaned up by the volunteers.
0.9557118957416876,0.961364295304532,0.9658567721810162,The author gratefully accepted the award.,The award was gratefully accepted by the author.
0.9479298809825455,0.9501221787924874,0.953541619394937,The speakers shared their knowledge generously.,Their knowledge was shared generously by the speakers.
0.9133210013527268,0.9278822833135623,0.9312816615668487,The musician played a beautiful song.,A beautiful song was played by the musician.
0.9165698980007103,0.9229753115156172,0.9247787262010976,The entrepreneur successfully launched the startup.,The startup was successfully launched by the entrepreneur.
0.9433740284753752,0.956013760825845,0.9555318286400589,The witness gave truthful testimony.,Truthful testimony was given by the witness.
0.8836456294272567,0.9150475440009849,0.9266401275137129,The therapist helped the client.,The client was helped by the therapist.
0.8752141110939444,0.9060042682169867,0.9171970388930186,The critic reviewed the art.,The art was reviewed by the critic.
0.8214369845238628,0.8615576434086577,0.8703347677097175,The painter painted the house.,The house was painted by the painter.
0.8038524445032065,0.8253537391492155,0.8363638263238216,The thief escaped from prison.,Prison was escaped from by the thief.
0.9738125295357811,0.9731481627465977,0.9723629279144274,The marketer effectively targeted the desired audience.,The desired audience was effectively targeted by the marketer.
0.9126638845660449,0.9274612728654622,0.9383144679401803,The customer left a generous tip.,A generous tip was left by the customer.
0.8980684932442087,0.9240598020087576,0.932556786254157,The musician performed a concerto.,A concerto was performed by the musician.
0.8974708502877193,0.9293340390007694,0.9436616183472946,The customer purchased the items.,The items were purchased by the customer.
0.8911033294736487,0.9275936242486043,0.9306855251380752,The professor delivered the lecture.,The lecture was delivered by the professor.
0.9489253997686247,0.9662320792169455,0.9669890756411901,The physical therapist diligently rehabilitated the patient.,The patient was diligently rehabilitated by the physical therapist.
0.9052344289090557,0.917142152368326,0.9371237988092502,The bartender skillfully shook the martini.,The martini was skillfully shaken by the bartender.
0.8862592028084552,0.912236230178973,0.9207643663954218,The marketer developed a campaign.,A campaign was developed by the marketer.
0.9302437824184455,0.9509545783427906,0.9566668691058257,The moderator ensured a productive discussion.,A productive discussion was ensured by the moderator.
0.8906260859362582,0.9151722972057633,0.9254403921561591,The fan bought a ticket.,A ticket was bought by the fan.
0.9444532057768473,0.9530416842638845,0.9567577741925792,The venue provided ample space.,Ample space was provided by the venue.
0.8862847988436565,0.9113937442471183,0.9175479338562269,The programmer wrote efficient code.,Efficient code was written by the programmer.
0.9261472154250003,0.9431013010761439,0.9497897584189994,The writer created a compelling story.,A compelling story was created by the writer.
0.8679720401234208,0.9014370259666651,0.9058421360353057,The magazine published the photos.,The photos were published by the magazine.
0.9000877880013833,0.9024351094383216,0.9118627161448192,The audience applauded enthusiastically.,Enthusiastic applause was given by the audience.
0.944848927384933,0.9420500426944671,0.949922540596599,The speakers shared their expertise generously.,Their expertise was generously shared by the speakers.
0.9566233719098945,0.9646118840466117,0.9623481434076135,The publisher promptly released the novel.,The novel was promptly released by the publisher.
0.9467361389570624,0.9559810667806703,0.9489137230195884,The barista expertly frothed the milk.,The milk was expertly frothed by the barista.
0.9438035634410358,0.9428027455878758,0.9551822357142757,The community celebrated the event's success.,The event's success was celebrated by the community.
0.8773808532350671,0.8833181042074014,0.9058257620205816,The speakers received overwhelmingly positive reviews.,Overwhelmingly positive reviews were received by the speakers.
0.8617661017096361,0.8959131733936282,0.9061889715700554,The doctor examined the patient.,The patient was examined by the doctor.
0.8712546315464619,0.8929961858381802,0.9090171395690951,The plumber unclogged the drain.,The drain was unclogged by the plumber.
0.8868250919389953,0.9139711825323448,0.9269369271397747,The photographer took professional photos.,Professional photos were taken by the photographer.
0.8946907079913067,0.9286581352186205,0.9410854218048463,The cashier counted the money.,The money was counted by the cashier.
0.9569029903062608,0.9659709067622724,0.9695156575532937,The paramedic treated the injured.,The injured were treated by the paramedic.
0.8412530197569619,0.8830594078715683,0.906277422416869,The designer sketched a new collection.,A new collection was sketched by the designer.
0.7608478060741943,0.783749358735321,0.8183357890547444,The ice melted slowly.,Slow melting was undergone by the ice.
